Name,Country,Position,Born
Andrea Basso,Italy,Defender,21/03/1976
Mattia Bonetto,Italy,Midfielder,23/01/1997
Andrea Catalano,Italy,Midfielder,21/01/1984
Federico Dal Monte,Italy,Defender,10/01/1997
Nicola Fasan,Italy,Midfielder,01/01/1998
Sergio Floccari,Italy,Forward,12/11/1981
Ferdinando Fornasier,Italy,Midfielder,23/09/1965
Claudio Foscarini,Italy,Midfielder,19/11/1958
Jọo Zanotti,Brazil,Goalkeeper,02/05/1997
Ivanoe Lanzara,Italy,Defender,12/08/1972
Tommaso Lelj,Italy,Midfielder,06/04/1985
Pietro Maronilli,Italy,Defender,07/05/1998
Emanuele Masini,Italy,Defender,04/08/1973
Ivan Moretto,Italy,Defender,17/05/1970
Domenico Moro,Italy,Midfielder,02/01/1962
Filippo Nardi,Italy,Midfielder,03/03/1998
Rudy Nicoletto,Italy,Defender,28/02/1979
Roberto Ogunseye,Italy,Forward,16/05/1995
Eros Pellegrini,Italy,Defender,26/08/1990
Riccardo Pezzato,Italy,Goalkeeper,19/03/1986
Matteo Scevola,Italy,Midfielder,23/06/1998
Paolo Simeoni,Italy,Defender,25/06/1967
Antonio Tessariol,Italy,Midfielder,04/12/1964
Valeriano,Equatorial Guinea,Midfielder,18/06/1995
Roberto Venturato,Italy,Midfielder,14/04/1963
Andrea Villotta,Italy,Defender,08/01/1985
Alex Visentin,Italy,Forward,21/03/1970
Emanuele Volpara,Italy,Midfielder,01/05/1987
Saimon Zalla,Italy,Forward,26/10/1976
